song_id,title,artist,genre,subgenre,mood,energy,bpm,valence,danceability,acousticness,popularity,instrumentalness,speechiness,liveness
3GRSqlALWISqLeNncZMbpX,Mean It,Lauv,pop,post-teen pop,relaxed,0.45,95.998,0.336,0.746,0.0407,85,0.0,0.0872,0.172
70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),Ed Sheeran,pop,post-teen pop,focused,0.648,92.977,0.548,0.64,0.124,85,0.0,0.187,0.0802
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,pop,post-teen pop,relaxed,0.9,180.291,0.434,0.529,0.000248,85,1.21e-05,0.418,0.0426
7hDVYcQq6MxkdJGweuCtl9,ocean eyes,Billie Eilish,r&b,urban contemporary,sad,0.363,144.892,0.169,0.511,0.816,85,0.0317,0.041,0.084
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),Chris Brown,latin,latin pop,relaxed,0.454,92.932,0.137,0.698,0.123,85,0.0,0.151,0.155
4sjiIpEv617LDXaidKioOI,223's (feat. 9lokknine),YNW Melly,pop,post-teen pop,focused,0.547,94.998,0.695,0.932,0.0388,85,0.0,0.333,0.0924
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,pop,dance pop,chill,0.264,119.93,0.331,0.422,0.922,85,0.0,0.0322,0.132
0RDgqtvOHLwcI6yz9bjsZV,Perreo en La Luna,Rich Music LTD,latin,reggaeton,happy,0.757,174.013,0.724,0.711,0.268,85,0.0,0.29,0.367
1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,pop,post-teen pop,intense,0.822,167.997,0.288,0.605,0.00671,85,0.134,0.0438,0.147
41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,Billie Eilish,r&b,urban contemporary,relaxed,0.412,170.163,0.247,0.483,0.737,85,0.0,0.0402,0.116
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Tame Impala,rock,album rock,happy,0.74,116.879,0.785,0.64,0.0115,85,0.00678,0.0284,0.167
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,pop,dance pop,intense,0.881,98.994,0.234,0.674,0.296,85,3.01e-06,0.147,0.0793
6CcJMwBtXByIz4zQLzFkKc,i love you,Billie Eilish,r&b,urban contemporary,sad,0.131,137.446,0.12,0.421,0.952,85,0.00453,0.0382,0.109
3TKpJrY9q49Mj1JOsM9zGL,Family,The Chainsmokers,pop,dance pop,relaxed,0.607,117.817,0.374,0.584,0.426,85,0.0,0.0356,0.101
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,pop,post-teen pop,sad,0.343,102.819,0.0978,0.488,0.556,85,0.0,0.0436,0.21
58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,Kina,latin,latin pop,sad,0.128,109.986,0.124,0.522,0.894,85,0.026,0.0357,0.0941
0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II",Alan Walker,pop,dance pop,focused,0.668,88.033,0.608,0.67,0.536,85,0.0,0.0422,0.133
1VJwtWR6z7SpZRwipI12be,Candy,Doja Cat,pop,electropop,relaxed,0.516,124.876,0.209,0.689,0.513,85,0.0,0.0444,0.163
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,pop,post-teen pop,focused,0.557,85.043,0.494,0.358,0.695,85,0.0,0.059,0.0902
1c0hsvHLELX6y8qymnpLKL,Soltera - Remix,Lunay,pop,dance pop,happy,0.783,92.016,0.8,0.795,0.361,85,0.0,0.0432,0.437
5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Calvin Harris,pop,dance pop,relaxed,0.768,123.07,0.486,0.781,0.0119,84,4.91e-06,0.0394,0.325
7xapw9Oy21WpfEcib2ErSA,Mistletoe,Justin Bieber,pop,post-teen pop,focused,0.56,161.994,0.854,0.658,0.498,84,0.0,0.0467,0.0794
5bvnqVuq7UFl0txSlHpsfS,Loyal (feat. Drake),PARTYNEXTDOOR,rap,hip hop,party,0.53,104.952,0.203,0.866,0.517,84,0.00159,0.0495,0.0946
0JQ5MbyriK6ruD3t6RZ7ix,Never Seen The Rain,Tones and I,pop,post-teen pop,relaxed,0.464,92.069,0.271,0.672,0.43,84,0.0,0.037,0.284
1sviDBcAqVOxMXq4xITVEs,Que Calor (feat. J Balvin & El Alfa),Major Lazer,pop,dance pop,relaxed,0.885,126.037,0.46,0.795,0.0375,84,0.00638,0.0713,0.292
6K5BsR04ijf3FHNzjbaagD,Si Se Da - Remix,Myke Towers,latin,latin pop,focused,0.672,93.999,0.774,0.817,0.441,84,0.0,0.299,0.13
58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi B,pop,electropop,party,0.726,136.048,0.65,0.816,0.099,84,0.0,0.129,0.372
6uJONCdr2rC65BNmCnTBWK,GANG GANG,JACKBOYS,rap,hip hop,focused,0.6,123.017,0.568,0.859,0.071,84,0.0,0.301,0.353
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,pop,post-teen pop,focused,0.675,101.956,0.842,0.798,0.0912,84,0.0,0.0442,0.0894
6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes,pop,indie poptimism,happy,0.809,123.911,0.864,0.692,0.524,84,0.0,0.0602,0.147
6klLvorLoo1sxvZcjJIY8I,Make No Sense,YoungBoy Never Broke Again,rap,hip hop,happy,0.733,154.904,0.962,0.876,0.0208,84,0.0,0.333,0.0999
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila Cabello,pop,post-teen pop,relaxed,0.523,104.988,0.394,0.765,0.184,84,3.56e-05,0.03,0.132
7rknFhrVDyxzTJkPSf7LoW,No Me Conoce - Remix,Jhay Cortez,rap,trap,relaxed,0.79,91.984,0.577,0.794,0.144,84,0.0,0.0599,0.0893
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,pop,electropop,relaxed,0.804,123.146,0.492,0.63,0.215,84,0.0,0.0363,0.253
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,pop,electropop,focused,0.621,150.011,0.421,0.908,0.000282,84,5.39e-05,0.102,0.0958
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,pop,post-teen pop,sad,0.379,107.989,0.201,0.614,0.607,84,0.000464,0.0476,0.0986
4z6wo6PJG4Fve45OXK6D9m,Infeliz,Arcangel,rap,trap,happy,0.798,176.073,0.721,0.713,0.366,84,4.3e-06,0.219,0.246
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,pop,dance pop,focused,0.657,107.01,0.437,0.753,0.171,84,0.0,0.0449,0.112
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),benny blanco,pop,electropop,relaxed,0.68,89.391,0.319,0.56,0.555,84,0.0,0.321,0.116
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,pop,dance pop,relaxed,0.783,124.08,0.643,0.532,0.0038,84,0.0012,0.0523,0.161
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,pop,dance pop,intense,0.77,125.905,0.163,0.694,0.176,84,1.1e-05,0.149,0.118
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,pop,indie poptimism,relaxed,0.533,150.455,0.323,0.678,0.462,84,0.219,0.186,0.139
5F8ffc8KWKNawllr5WsW0r,Surtada - Remix Brega Funk,Dadá Boladão,edm,pop edm,focused,0.55,154.064,0.881,0.832,0.249,84,8.17e-06,0.0587,0.182
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,pop,electropop,relaxed,0.75,155.096,0.401,0.732,0.00264,84,0.0,0.231,0.109
3tv697PZNnaQN0Mn2zGhS5,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,edm,pop edm,happy,0.937,134.012,0.827,0.793,0.366,84,4.27e-06,0.0336,0.962
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",Ariana Grande,pop,post-teen pop,relaxed,0.554,169.999,0.335,0.726,0.0421,84,0.0,0.0917,0.106
6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,pop,post-teen pop,focused,0.594,153.848,0.475,0.703,0.342,84,0.0,0.0752,0.123
6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,pop,post-teen pop,relaxed,0.741,119.896,0.357,0.72,0.101,84,1.41e-05,0.0287,0.289
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",rap,hip hop,focused,0.498,79.635,0.413,0.554,0.23,84,5.98e-06,0.0685,0.795
7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd,pop,post-teen pop,focused,0.588,186.005,0.486,0.678,0.141,84,6.35e-06,0.276,0.137
322tcqPhma7F6hfCeLisx0,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,pop,post-teen pop,focused,0.558,95.016,0.678,0.806,0.482,84,0.0,0.0683,0.0618
0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),Ariana Grande,pop,post-teen pop,happy,0.795,190.097,0.702,0.4,0.119,84,0.0,0.461,0.159
7AQim7LbvFVZJE3O8TYgf2,Fuck Love (feat. Trippie Redd),XXXTENTACION,rap,trap,relaxed,0.533,131.036,0.329,0.797,0.0172,84,0.000152,0.0412,0.103
7g8YaUQABMal0zWe7a2ijz,Pa Mí - Remix,Dalex,latin,reggaeton,focused,0.62,170.018,0.727,0.688,0.753,84,5.27e-06,0.22,0.158
3wwo0bJvDSorOpNfzEkfXx,Let Me Know (I Wonder Why Freestyle),Juice WRLD,rap,hip hop,relaxed,0.537,125.028,0.383,0.635,0.172,84,0.0,0.0832,0.418
0c7K73roy6RW4ebDkf4yGh,VALENTINO,24kGoldn,rap,hip hop,relaxed,0.718,151.097,0.539,0.745,0.197,84,0.0,0.183,0.134
1Ej96GIBCTvgH7tNX1r3qr,Otro Trago,Sech,latin,reggaeton,focused,0.7,176.036,0.62,0.747,0.136,84,0.000167,0.341,0.11
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - 2011 Mix,Queen,rock,album rock,relaxed,0.404,71.105,0.224,0.414,0.271,84,0.0,0.0499,0.3
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,pop,post-teen pop,intense,0.854,120.274,0.152,0.596,0.0169,84,0.0,0.463,0.124
4bl1HBZliBuYpFZjWgefE4,Peta (feat. Meek Mill),Roddy Ricch,rap,hip hop,relaxed,0.573,140.114,0.269,0.778,0.015,84,0.0,0.251,0.464
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),Lil Baby,pop,post-teen pop,party,0.662,112.511,0.389,0.897,0.0852,84,0.0,0.292,0.534
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),Polo G,rap,hip hop,relaxed,0.639,168.112,0.261,0.772,0.15,84,0.0,0.467,0.0698
69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,Calum Scott,r&b,urban contemporary,sad,0.235,171.232,0.218,0.331,0.918,83,0.0,0.0299,0.137
5Z8HZM6iQMhhqyPcCGY5g9,Hot (feat. Gunna),Young Thug,rap,hip hop,focused,0.651,111.997,0.559,0.855,0.063,83,0.0,0.235,0.0772
3EPXxR3ImUwfayaurPi3cm,Be Alright,Dean Lewis,r&b,urban contemporary,focused,0.586,126.684,0.443,0.553,0.697,83,0.0,0.0362,0.0813
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,pop,electropop,relaxed,0.625,103.967,0.37,0.792,0.00776,83,0.00188,0.0536,0.329
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,pop,dance pop,happy,0.71,127.975,0.965,0.733,0.145,83,0.115,0.0292,0.0956
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,rock,permanent wave,relaxed,0.864,105.143,0.4,0.556,0.00958,83,0.0,0.0584,0.209
059bcIhyc2SBwm6sw2AZzd,Te Vi,Piso 21,latin,latin pop,happy,0.777,102.02,0.706,0.877,0.0446,83,3.46e-05,0.117,0.0863
4xkOaSrkexMciUUogZKVTS,'Till I Collapse,Eminem,rap,gangster rap,intense,0.847,171.447,0.1,0.548,0.0622,83,0.0,0.186,0.0816
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,pop,dance pop,focused,0.7,116.073,0.608,0.762,0.00261,83,1.56e-05,0.0694,0.153
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,pop,post-teen pop,focused,0.7,188.386,0.763,0.31,0.011,83,0.00965,0.047,0.0828
1LIqNVhaIgxXUt2eVoIQJ3,HP,Maluma,latin,reggaeton,party,0.791,91.98,0.618,0.837,0.252,83,1.14e-06,0.0773,0.188
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,rock,album rock,relaxed,0.913,115.715,0.422,0.573,0.0591,83,0.00173,0.132,0.156
2B94bbI1a4LyBpK1439oP7,Cuerpo en Venta,Noriel,latin,reggaeton,focused,0.601,91.924,0.408,0.696,0.161,83,0.0,0.302,0.0974
684EjRHwNsZQ9hCQxL4NYL,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,latin,reggaeton,focused,0.647,87.988,0.478,0.747,0.113,83,0.0,0.0737,0.112
4Clmg1g8n2yBYG13Z1oSdG,Baila Conmigo (feat. Kelly Ruiz),Dayvi,latin,latin pop,relaxed,0.972,128.031,0.556,0.745,0.00903,83,0.465,0.0774,0.297
7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott),Young Thug,rap,hip hop,relaxed,0.586,97.981,0.179,0.796,0.0247,83,0.0,0.147,0.132
0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE,Kodak Black,pop,post-teen pop,focused,0.603,98.043,0.504,0.861,0.0521,83,0.0,0.176,0.0924
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,pop,electropop,party,0.626,91.03,0.35,0.835,0.0589,83,6e-05,0.125,0.396
314ZkcV7oLWG8yWE7LABvH,Make It Right (feat. Lauv),BTS,pop,post-teen pop,relaxed,0.685,97.551,0.345,0.584,0.0304,83,0.0,0.425,0.189
4fj7e6Tc48Bmomwyz2Z2XC,Te Quemaste,Manuel Turizo,rap,trap,happy,0.773,176.053,0.718,0.729,0.611,83,0.00106,0.131,0.287
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,pop,post-teen pop,focused,0.683,96.133,0.603,0.697,0.0372,83,0.0,0.117,0.137
07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),Roddy Ricch,rap,hip hop,focused,0.499,97.956,0.511,0.831,0.269,83,0.0,0.114,0.3
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,pop,post-teen pop,relaxed,0.539,136.949,0.394,0.798,0.199,83,1.66e-05,0.0421,0.165
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,pop,dance pop,party,0.801,95.881,0.617,0.842,0.157,83,4.82e-06,0.228,0.0642
0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,pop,dance pop,focused,0.642,107.356,0.651,0.59,0.0771,83,0.0,0.122,0.105
4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,Lil Peep,rap,trap,relaxed,0.574,120.013,0.273,0.669,0.0175,83,0.00294,0.0286,0.146
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,pop,post-teen pop,relaxed,0.575,111.881,0.183,0.459,0.604,83,0.0,0.0573,0.0885
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,pop,dance pop,relaxed,0.565,99.961,0.181,0.791,0.0623,83,0.0,0.0439,0.156
52okn5MNA47tk87PeZJLEL,Let You Down,NF,latin,tropical,relaxed,0.714,147.997,0.464,0.662,0.312,83,0.0,0.121,0.179
0rIAC4PXANcKmitJfoqmVm,Motivation,Normani,pop,dance pop,happy,0.887,170.918,0.881,0.599,0.0192,83,1.21e-06,0.0984,0.3
7fODjB7BrQTGqh0hogW6XD,Que Mas Pues - Remix,Justin Quiles,latin,latin hip hop,focused,0.661,113.363,0.813,0.648,0.121,83,2.33e-06,0.195,0.12
3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),Billie Eilish,pop,dance pop,focused,0.453,135.055,0.68,0.67,0.252,83,0.33,0.295,0.117
4QIo4oxwzzafcBWkKjDpXY,xanny,Billie Eilish,r&b,urban contemporary,sad,0.125,111.554,0.0528,0.521,0.751,83,0.00207,0.239,0.265
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),Bad Bunny,rap,trap,party,0.539,97.062,0.158,0.817,0.0141,83,0.000496,0.0621,0.099
7anSoGdgtmJTAPZBzcPhO6,Cuaderno,Dalex,rap,trap,focused,0.648,172.019,0.687,0.681,0.524,83,0.0,0.38,0.104
1ToprX3cpBiXoAe5eNSk74,Eleven,Khalid,latin,latin pop,sad,0.396,129.004,0.115,0.701,0.112,83,0.0209,0.119,0.223
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,r&b,hip pop,chill,0.378,100.418,0.515,0.609,0.835,83,0.0,0.438,0.28
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,rock,permanent wave,focused,0.452,117.401,0.74,0.82,0.543,83,0.00294,0.0348,0.0714
4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,r&b,hip pop,relaxed,0.43,77.599,0.129,0.376,0.0902,83,0.0,0.0328,0.0912
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,rock,album rock,relaxed,0.373,92.717,0.732,0.671,0.257,83,7.95e-05,0.0323,0.0481
7tgjDlQsMR8RvkdlNCJA58,6 Kiss,Trippie Redd,rap,hip hop,relaxed,0.449,142.048,0.229,0.687,0.109,83,0.0,0.154,0.282
4lzxJ4jCuFDXXGkE1LmpKR,Verte Ir,DJ Luian,rap,trap,focused,0.647,95.982,0.553,0.857,0.391,83,1.2e-06,0.0984,0.0842
4IO8X9W69dIQe0EC5ALXhq,Immortal,21 Savage,rap,hip hop,relaxed,0.87,184.194,0.663,0.741,0.00813,83,0.0,0.503,0.114
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,latin,latin pop,focused,0.445,78.998,0.591,0.781,0.474,83,0.0,0.0295,0.184
7LGWmZaoS7jZJ5tEi9EcDi,HAD ENOUGH (feat. Quavo & Offset),Don Toliver,rap,hip hop,relaxed,0.789,147.957,0.673,0.75,0.253,83,0.0,0.108,0.129
735RSTb2xbtWbDtKD9XDYi,Somebody,Internet Money,rap,hip hop,relaxed,0.671,89.921,0.333,0.63,0.363,83,0.0,0.256,0.113
3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,Juice WRLD,r&b,hip pop,relaxed,0.651,163.935,0.237,0.665,0.0414,83,0.0,0.156,0.0896
37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,Bon Jovi,rock,permanent wave,happy,0.887,122.511,0.795,0.532,0.0778,83,0.000214,0.0335,0.294
3Yh9lZcWyKrK9GjbhuS0hR,Good as Hell,Lizzo,r&b,urban contemporary,relaxed,0.919,95.982,0.535,0.682,0.256,83,0.0,0.0875,0.442
5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,Baby Keem,rap,hip hop,party,0.564,85.042,0.107,0.83,0.177,83,0.0,0.235,0.128
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),Post Malone,r&b,urban contemporary,focused,0.56,140.06,0.459,0.75,0.546,83,0.0,0.105,0.111
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - 2011 Mix,Queen,rock,album rock,relaxed,0.868,156.295,0.609,0.559,0.0475,83,0.000176,0.17,0.776
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Eminem,latin,latin hip hop,relaxed,0.925,86.989,0.641,0.749,0.241,82,0.0,0.227,0.52
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,rock,permanent wave,focused,0.532,85.03,0.405,0.548,0.186,82,0.000263,0.0323,0.217
40mjsnRjCpycdUw3xhS20g,GATTI,JACKBOYS,rap,hip hop,focused,0.676,143.477,0.472,0.594,0.135,82,0.0,0.344,0.163
1uryupl9hqVZYurJwH4G9k,3 Batidas - Ao Vivo,Guilherme & Benuto,edm,pop edm,relaxed,0.709,117.582,0.528,0.552,0.611,82,0.0,0.129,0.763
5W83ErFkO3aKAIS1WMi6u0,Secreto,Anuel AA,latin,latin pop,happy,0.803,91.987,0.706,0.807,0.602,82,0.00853,0.126,0.136
2EEmzqzM70CybVspgM7YRT,La Boca - Remix,Mau y Ricky,latin,latin pop,happy,0.773,92.992,0.85,0.691,0.236,82,0.0,0.0355,0.329
7x9nXsowok1JszkVztI5NI,Writing on the Wall (feat. Post Malone & Cardi B),French Montana,latin,latin pop,relaxed,0.836,112.01,0.497,0.773,0.283,82,2.1e-05,0.153,0.0828
4VgYtXCVJ7IbWAZ5ryfvEQ,Muévelo,Nicky Jam,latin,latin pop,happy,0.807,188.081,0.919,0.595,0.416,82,1.41e-05,0.0489,0.565
4SDgTLDYrJ2UrHbkRkg7MD,Panini - DaBaby Remix,Lil Nas X,rap,gangster rap,focused,0.598,153.905,0.496,0.717,0.22,82,0.0,0.0809,0.122
1ThmUihH9dF8EV08ku5AXN,Faucet Failure,Ski Mask The Slump God,rap,gangster rap,focused,0.552,99.993,0.615,0.935,0.111,82,0.0,0.335,0.0952
7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,rap,hip hop,party,0.569,80.02,0.294,0.85,0.0609,82,0.0816,0.136,0.1
6lruHh1jF7ezgbLv72xYmf,FML,Arizona Zervas,r&b,urban contemporary,focused,0.575,100.087,0.616,0.822,0.113,82,0.0,0.0934,0.106
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars,latin,latin hip hop,chill,0.28,72.795,0.387,0.612,0.932,82,0.0,0.0434,0.088
1GBLO0NFODuL31A5fgw0uR,No Se Me Quita (feat. Ricky Martin),Maluma,latin,latin pop,happy,0.869,99.988,0.853,0.864,0.146,82,0.0,0.139,0.063
0RLLvYBopDwooCyvnTwgYu,F.N,Lil Tjay,rap,hip hop,relaxed,0.515,120.1,0.321,0.567,0.354,82,0.0,0.247,0.078
4CxFN5zON70B3VOPBYbd6P,you were good to me,Jeremy Zucker,r&b,hip pop,sad,0.0848,102.128,0.206,0.561,0.913,82,2.62e-05,0.0404,0.112
4GGSmoTmc5LClrowB4SmEw,Mind Is A Prison,Alec Benjamin,r&b,hip pop,focused,0.661,151.148,0.694,0.636,0.527,82,0.0,0.05,0.18
6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),Khalid,latin,latin pop,party,0.4,135.984,0.346,0.901,0.051,82,0.0,0.126,0.0599
1tpbAGsGpZee5jDHMcLrUJ,Bellaquita,Dalex,rap,trap,focused,0.698,166.047,0.765,0.584,0.09,82,6.87e-05,0.106,0.171
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,rock,album rock,focused,0.508,147.125,0.609,0.579,0.00574,82,0.000494,0.027,0.0575
6b2oQwSGFkzsMtQruIWm2p,Creep,Radiohead,rock,permanent wave,relaxed,0.43,91.841,0.104,0.515,0.0102,82,0.000141,0.0369,0.129
2Xo3rLHjXfdb4avN68aQyi,BEST ON EARTH (feat. BIA),Russ,rap,hip hop,relaxed,0.764,179.985,0.625,0.568,0.217,82,0.0,0.255,0.0931
3RZftiuTcLOqpsd8ZlwNhr,Hop Off A Jet (feat. Travis Scott),Young Thug,rap,hip hop,party,0.476,144.998,0.353,0.823,0.0115,82,0.0,0.242,0.213
1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,Sheck Wes,r&b,hip pop,relaxed,0.625,146.034,0.261,0.729,0.194,82,0.00986,0.0315,0.248
6fenHIxXuuzKB55wY4WCHP,God Is A Dancer (with Mabel),Tiësto,edm,big room,happy,0.747,119.964,0.833,0.774,0.0241,82,6.11e-06,0.082,0.342
3f5lA8nnc4YYF1qf78WpHw,Ella Quiere Beber - Remix,Anuel AA,latin,reggaeton,focused,0.665,95.239,0.697,0.75,0.265,82,0.0,0.124,0.0515
6YfTl5YupXOQBKiJJLrxcw,Death (feat. DaBaby),Trippie Redd,rap,hip hop,party,0.82,164.005,0.613,0.802,0.0579,82,0.0,0.146,0.149
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,rock,album rock,focused,0.528,109.967,0.754,0.933,0.112,82,0.312,0.161,0.163
4o1DxRjMCHDwBiOKv88rOl,B11 (feat. Myke Towers),Rvssian,latin,reggaeton,intense,0.717,99.946,0.195,0.759,0.0672,82,0.000455,0.115,0.131
4BCPItsB94KDLuERZT3aNM,Fresa,TINI,latin,reggaeton,happy,0.866,95.993,0.864,0.781,0.216,82,0.0,0.0867,0.101
5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset),Tyga,latin,latin pop,party,0.559,97.994,0.342,0.884,0.0236,82,0.0,0.12,0.101
0TlLq3lA83rQOYtrqBqSct,Nonstop,Drake,latin,latin pop,focused,0.412,154.983,0.422,0.912,0.0164,82,0.013,0.124,0.104
2zjGJ0dChMR0KxBZS15aqo,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,rap,hip hop,party,0.525,99.978,0.312,0.883,0.189,82,0.0,0.0633,0.0971
3XiNC94b4Tq1xwv70sQJGN,Sanguine Paradise,Lil Uzi Vert,rap,hip hop,relaxed,0.603,134.972,0.207,0.729,0.0948,82,0.0,0.0666,0.113
3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,Billie Eilish,r&b,urban contemporary,party,0.305,100.029,0.563,0.939,0.35,82,0.000169,0.354,0.105
152lZdxL1OR0ZMW6KquMif,Location,Khalid,r&b,urban contemporary,relaxed,0.449,80.126,0.326,0.736,0.33,82,0.000162,0.425,0.0898
7qEKqBCD2vE5vIBsrUitpD,ilomilo,Billie Eilish,r&b,urban contemporary,focused,0.423,120.02,0.572,0.855,0.724,81,0.469,0.0585,0.0896
7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,edm,pop edm,sad,0.275,92.6,0.18,0.492,0.687,81,0.0,0.3,0.101
0i9oiUkWOgvtnjkr0fa3XN,Piensan,Myke Towers,latin,reggaeton,happy,0.722,172.0,0.786,0.677,0.538,81,0.0,0.0626,0.11
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,rock,classic rock,relaxed,0.767,96.483,0.328,0.592,0.0021,81,0.00165,0.027,0.127
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,rap,southern hip hop,focused,0.605,97.798,0.886,0.596,0.181,81,0.000331,0.0255,0.0863
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,rock,classic rock,focused,0.654,117.046,0.847,0.92,0.0236,81,0.0158,0.0401,0.0359
7FbKipScVxkjQxQXwTd0gL,Coronao Now,El Alfa,latin,reggaeton,happy,0.729,118.026,0.718,0.941,0.146,81,0.00451,0.246,0.18
6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,Lil Baby,rap,gangster rap,party,0.346,119.958,0.562,0.964,0.035,81,0.0,0.53,0.108
